Id,Score
1497147,5.0
594487,3.0
208509,5.0
20507,5.0
1493209,5.0
1369235,5.0
427289,5.0
1668126,4.0
748179,5.0
331372,2.0
532429,3.0
254936,5.0
649285,3.0
441631,5.0
820276,5.0
218365,2.0
1051187,5.0
855224,3.0
1460838,5.0
1133367,3.0
959987,5.0
673199,5.0
1337035,2.0
1054272,5.0
367584,4.0
1404920,4.0
1011175,3.0
285567,5.0
881037,5.0
901627,4.0
1695136,5.0
1371990,4.0
1325974,5.0
271474,5.0
197380,5.0
21411,4.0
39176,5.0
784184,5.0
678198,5.0
94508,3.0
1114114,2.0
648553,5.0
836893,5.0
238810,4.0
1298467,5.0
1279735,5.0
784755,3.0
488999,5.0
293883,5.0
1023256,5.0
372803,5.0
662164,3.0
901916,5.0
856946,4.0
1135259,5.0
1170464,5.0
173297,3.0
272935,5.0
607648,4.0
202533,2.0
1511468,5.0
1673073,3.0
1445707,5.0
960698,4.0
640065,1.0
382711,5.0
1059781,3.0
1597668,5.0
1079429,5.0
713510,5.0
844466,4.0
179883,5.0
1492000,5.0
691726,5.0
845808,1.0
1653141,5.0
243712,5.0
1027542,2.0
989817,2.0
686527,3.0
135056,4.0
464955,5.0
433518,5.0
1265224,5.0
1628549,3.0
168388,1.0
939997,5.0
1087708,5.0
866747,4.0
510789,4.0
1307213,3.0
1486513,5.0
499937,4.0
1566296,1.0
1010009,5.0
1195436,5.0
1443461,1.0
1555757,5.0
1164472,5.0
827557,4.0
139862,3.0
323217,4.0
755789,1.0
1586730,4.0
523428,5.0
1593239,1.0
1463357,3.0
308617,3.0
254317,2.0
143252,5.0
73097,3.0
370530,1.0
208929,4.0
1142890,2.0
1539067,3.0
1126154,5.0
118830,5.0
121880,5.0
14029,1.0
872452,5.0
334336,5.0
582498,3.0
1163331,4.0
722855,5.0
601967,5.0
1156488,4.0
283569,2.0
1682592,2.0
360416,4.0
516344,5.0
1537970,4.0
784177,5.0
1099505,5.0
1128196,1.0
384150,5.0
57209,5.0
1408329,5.0
648281,5.0
892924,5.0
802517,4.0
63688,3.0
574668,5.0
1491193,5.0
899040,5.0
1692949,5.0
30816,4.0
931468,5.0
1563612,5.0
551562,2.0
707995,5.0
172658,4.0
1192900,5.0
1562300,1.0
507263,1.0
1404358,5.0
188304,2.0
1029092,5.0
498176,4.0
1637089,5.0
1632819,5.0
1635435,5.0
923400,5.0
1070350,5.0
428878,5.0
1260322,2.0
539197,4.0
108337,5.0
1048619,4.0
1281299,5.0
673739,3.0
836970,5.0
1568820,3.0
541813,5.0
396946,1.0
142217,5.0
740362,2.0
1500373,5.0
576034,3.0
316908,1.0
301006,5.0
484070,5.0
404911,5.0
148441,5.0
643257,5.0
687183,5.0
1448187,5.0
663753,5.0
674073,2.0
484289,5.0
1032425,5.0
715072,3.0
583340,5.0
1211030,5.0
1528688,5.0
1570430,5.0
1249025,3.0
1677942,2.0
87380,5.0
583673,5.0
448936,5.0
1176370,5.0
926248,5.0
179393,5.0
1423748,1.0
459371,1.0
1131396,5.0
902827,3.0
1317397,5.0
411093,5.0
1568299,2.0
137988,5.0
1028733,5.0
453053,3.0
255260,3.0
397974,5.0
594039,2.0
1266206,5.0
1536038,5.0
7631,5.0
342211,2.0
76176,5.0
809051,3.0
555538,5.0
801532,4.0
1628536,5.0
1427940,3.0
13905,5.0
500656,5.0
1256785,5.0
821812,5.0
1291313,5.0
309102,4.0
1111939,5.0
1361403,5.0
1397656,3.0
1188967,5.0
546451,3.0
757567,5.0
631285,5.0
1632035,4.0
387775,4.0
1371553,5.0
1620397,5.0
30649,3.0
175664,1.0
700714,5.0
79155,1.0
77047,2.0
1694760,1.0
67376,3.0
726914,5.0
978901,5.0
882160,3.0
876982,5.0
1590647,5.0
666243,4.0
832021,5.0
1477358,5.0
1505211,5.0
562397,1.0
125803,5.0
1625944,5.0
1115650,4.0
600830,3.0
677551,4.0
396931,1.0
595887,5.0
832772,5.0
1117446,4.0
1179366,5.0
936424,5.0
121962,5.0
1618716,5.0
1532216,5.0
282099,2.0
705879,5.0
100672,2.0
1247895,4.0
113561,3.0
145845,4.0
888230,3.0
1135344,5.0
1617641,5.0
49472,5.0
772019,1.0
737476,4.0
709603,5.0
809439,1.0
1242652,5.0
560477,4.0
1483263,5.0
975094,4.0
857221,5.0
1179738,5.0
214453,5.0
832725,5.0
270422,5.0
986218,2.0
1428265,5.0
1195782,5.0
132953,1.0
1141933,5.0
1432653,3.0
975501,5.0
790226,2.0
671673,5.0
208297,5.0
395102,5.0
78160,5.0
953793,3.0
587952,1.0
1413106,1.0
791241,5.0
30532,5.0
664399,2.0
1662790,4.0
812199,3.0
1232062,2.0
1327486,2.0
1290729,5.0
1420821,5.0
545869,5.0
1462350,3.0
206019,1.0
249696,5.0
1316975,4.0
1391964,5.0
975727,5.0
1314863,5.0
1111364,4.0
1393496,1.0
1238940,5.0
1298843,4.0
987860,3.0
844217,5.0
544780,3.0
1543780,3.0
1631251,2.0
400905,5.0
248398,5.0
585371,5.0
1454412,2.0
1061926,3.0
715035,5.0
663649,5.0
441419,4.0
557841,5.0
169528,2.0
176106,5.0
401631,5.0
852670,5.0
1543302,5.0
608524,4.0
690754,2.0
444856,3.0
39064,3.0
699908,5.0
875683,5.0
1192943,5.0
1514949,5.0
1621534,5.0
699454,4.0
21671,5.0
212135,5.0
614606,3.0
415145,3.0
403511,5.0
261178,5.0
529941,5.0
1689686,4.0
1693018,3.0
1149646,5.0
657460,5.0
283315,5.0
425152,5.0
370871,5.0
682906,5.0
1267490,2.0
789509,5.0
1464333,1.0
57510,3.0
298572,4.0
1441036,5.0
959811,5.0
1149302,2.0
168985,5.0
756508,5.0
48579,5.0
1128787,5.0
529709,4.0
1079231,5.0
971391,5.0
1640823,5.0
1366530,1.0
155264,5.0
1535952,5.0
1499883,5.0
550515,1.0
1607996,5.0
971874,3.0
1012716,3.0
649822,5.0
439090,5.0
1021005,4.0
1513895,5.0
1663787,5.0
1660796,5.0
294215,5.0
1470040,1.0
318600,5.0
382596,4.0
157864,5.0
1001537,4.0
1050533,5.0
186269,5.0
785684,5.0
518957,4.0
798651,4.0
1032530,3.0
105646,1.0
1292506,5.0
328350,2.0
572080,5.0
774221,5.0
562561,3.0
645431,5.0
35653,2.0
794914,5.0
36692,5.0
342395,2.0
453502,5.0
349937,5.0
718714,4.0
967641,5.0
653281,5.0
165173,4.0
766240,5.0
1583044,5.0
789550,1.0
49668,3.0
1338648,4.0
1332794,5.0
184422,5.0
801778,1.0
674235,4.0
865577,5.0
1016676,5.0
1478143,5.0
858092,4.0
798854,5.0
728153,3.0
90641,5.0
1209728,5.0
99980,5.0
165886,5.0
1489214,5.0
1432978,5.0
651750,5.0
210928,5.0
68361,5.0
988263,5.0
1076515,1.0
995134,1.0
583223,4.0
887124,5.0
790088,5.0
599796,5.0
79127,5.0
822642,3.0
897903,3.0
535785,5.0
1226931,3.0
66657,5.0
672931,5.0
1046481,5.0
81833,5.0
1555626,5.0
1530082,5.0
964250,3.0
958425,5.0
1027670,3.0
554443,2.0
1457805,1.0
1327099,5.0
1588989,5.0
1585590,4.0
1692211,1.0
1595727,4.0
545414,5.0
969070,3.0
328454,5.0
1358367,2.0
1605055,5.0
1569911,1.0
807516,5.0
832958,4.0
1049810,5.0
816176,2.0
1413069,4.0
1472112,5.0
255861,3.0
261811,3.0
1417317,5.0
1318461,4.0
1241728,5.0
1291324,5.0
1509865,1.0
1414982,4.0
1188467,5.0
811814,2.0
200288,3.0
725040,4.0
530462,3.0
1062704,5.0
1420596,5.0
937972,1.0
135740,5.0
1238086,4.0
453392,4.0
1326922,5.0
1635464,3.0
1390762,5.0
1016016,5.0
395233,2.0
120126,5.0
1456990,5.0
624522,2.0
